texto_original,texto_limpio
¿Por qué se llamaba CURCC al Central Uruguay Railway Cricket Club?,por qué se llamaba curcc al central uruguay railway cricket club
¿Dónde han ganado los colombianos?,dónde han ganado los colombianos
¿Qué hizo que el puente de Vaqueritos dejase de ser el puente vehicular más largo de ciudad de México?,qué hizo que el puente de vaqueritos dejase de ser el puente vehicular más largo de ciudad de méxico
¿Qué personaje creó Maria Edgeworth inspirándose en Wollstonecraft?,qué personaje creó maria edgeworth inspirándose en wollstonecraft
¿Cómo era empleado el concepto de tribu antes de la teoría de Malinowski?,cómo era empleado el concepto de tribu antes de la teoría de malinowski
¿Cuál es la frontera natural entre Costa Rica y Nicaragua?,cuál es la frontera natural entre costa rica y nicaragua
¿Quién será la nueva mandataria argentina según Chávez?,quién será la nueva mandataria argentina según chávez
¿Dónde jugaron Ecuador y México?,dónde jugaron ecuador y méxico
¿Dónde va a asistir el presidente de Ecuador?,dónde va a asistir el presidente de ecuador
¿Qué han pedido los ciudadanos cubanos?,qué han pedido los ciudadanos cubanos
¿Cuál era el objetivo del Frente Nacional Chileno a principios de los años 1940?,cuál era el objetivo del frente nacional chileno a principios de los años 1940
¿En qué año se llevó a cabo la cumbre de Venezuela?,en qué año se llevó a cabo la cumbre de venezuela
¿Cuándo se estableció la República de Portugal?,cuándo se estableció la república de portugal
¿Cuándo terminó la Primera Guerra Mundial para Grecia?,cuándo terminó la primera guerra mundial para grecia
¿De dónde surgirán los peligros más adelante para los EEUU?,de dónde surgirán los peligros más adelante para los eeuu
¿Con qué culturas se identifican los primeros asentamientos neolíticos en Ucrania?,con qué culturas se identifican los primeros asentamientos neolíticos en ucrania
¿Contra qué enfermedad debe prepararse la República Dominicana?,contra qué enfermedad debe prepararse la república dominicana
¿Cuántos países forman el Reino Unido?,cuántos países forman el reino unido
¿Qué es lo que Chile ha escondido bajo tierra?,qué es lo que chile ha escondido bajo tierra
¿De qué adolece el modelo financiero internacional en opinión del dirigente brasileño?,de qué adolece el modelo financiero internacional en opinión del dirigente brasileño
¿Cuándo fue hallado el cuerpo de Cecília de Cubas Gusinky?,cuándo fue hallado el cuerpo de cecília de cubas gusinky
¿Qué ciudades se querían unir por ferrocarril con el acuerdo entre Perú y Bolivia?,qué ciudades se querían unir por ferrocarril con el acuerdo entre perú y bolivia
¿Cuánto tiempo quiere Méndez que se trabaje en España a la semana?,cuánto tiempo quiere méndez que se trabaje en españa a la semana
¿Cuánto dinero va a dar España a Colombia para la paz?,cuánto dinero va a dar españa a colombia para la paz
¿Cuánto tardará Corea del Norte en clausurar su reactor nuclear en Byongbyon?,cuánto tardará corea del norte en clausurar su reactor nuclear en byongbyon
¿Cómo se llama el representante de la empresa en México?,cómo se llama el representante de la empresa en méxico
¿Cuándo disminuyeron las exportaciones de Uruguay a Brasil?,cuándo disminuyeron las exportaciones de uruguay a brasil
¿Qué selección derrotó a Australia?,qué selección derrotó a australia
¿Qué estiman los cálculos del gobierno italiano para el 2000?,qué estiman los cálculos del gobierno italiano para el 2000
¿Qué actor italiano ha muerto?,qué actor italiano ha muerto
¿Cuál es el macrofestival de rock más longevo de España junto con el Festimad?,cuál es el macrofestival de rock más longevo de españa junto con el festimad
¿Cuándo se produjo la guerra civil en Sierra Leona?,cuándo se produjo la guerra civil en sierra leona
¿Qué frase debe leerse en los lados de las cajas de cigarrillos en Uruguay?,qué frase debe leerse en los lados de las cajas de cigarrillos en uruguay
¿En qué deporte compitió Margarita Fullana?,en qué deporte compitió margarita fullana
¿Qué se puede considerar una muestra de la crisis en España iniciada en 2007?,qué se puede considerar una muestra de la crisis en españa iniciada en 2007
¿Por qué Hong Kong tiene un mayor autogobierno que el resto de China?,por qué hong kong tiene un mayor autogobierno que el resto de china
¿Cuántos indocumentados han desaparecido de camino a España?,cuántos indocumentados han desaparecido de camino a españa
¿De dónde se pretendían obtener los tributos necesarios para la creación del sistema público de educación de Indiana?,de dónde se pretendían obtener los tributos necesarios para la creación del sistema público de educación de indiana
¿Quién le dio el pasaporte chileno a O'Higgins?,quién le dio el pasaporte chileno a ohiggins
¿Cuándo se hizo Francia con los territorios de los Países Bajos austríacos y la Renania?,cuándo se hizo francia con los territorios de los países bajos austríacos y la renania
¿Quiénes son algunos de los consumidores potenciales de los productos de Canadá?,quiénes son algunos de los consumidores potenciales de los productos de canadá
¿Contra quién perdió Francia?,contra quién perdió francia
¿Cuántas veces ha ganado España a Suiza?,cuántas veces ha ganado españa a suiza
¿Dónde se halla el León Rampante?,dónde se halla el león rampante
¿Quién es el palestino cuya vivienda ha sido derribada por Israel?,quién es el palestino cuya vivienda ha sido derribada por israel
¿Dónde ha hecho Bush sus declaraciones sobre Irán?,dónde ha hecho bush sus declaraciones sobre irán
¿Qué se debe preservar de los estadounidenses?,qué se debe preservar de los estadounidenses
¿Cuál es la presencia militar fija de EEUU en Corea del Sur?,cuál es la presencia militar fija de eeuu en corea del sur
¿Durante la dictadura de quién se privatizó la educación en Chile?,durante la dictadura de quién se privatizó la educación en chile
¿Qué ciudad visitó líder de Corea del Norte la semana pasada?,qué ciudad visitó líder de corea del norte la semana pasada
¿Cuál es el nombre de la petrolera más importante de España?,cuál es el nombre de la petrolera más importante de españa
¿Qué magnitud alcanzó el temblor de tierra que se registró en Perú?,qué magnitud alcanzó el temblor de tierra que se registró en perú
¿A quién se enfrentó Países Bajos?,a quién se enfrentó países bajos
¿Qué construcción suiza quiso quemar el responsable de los hechos?,qué construcción suiza quiso quemar el responsable de los hechos
¿Cuántas áreas componen Corea del Sur?,cuántas áreas componen corea del sur
¿Cuánto será Jair Bolsonaro presidente oficial de Brasil?,cuánto será jair bolsonaro presidente oficial de brasil
¿Quién adelantó a Fullana?,quién adelantó a fullana
¿Cuál fue el período durante el que Miguel Shishman fue zar de Bulgaria?,cuál fue el período durante el que miguel shishman fue zar de bulgaria
¿Qué le ha pedido AI a Irán?,qué le ha pedido ai a irán
¿Quién inició la unificación de Japón?,quién inició la unificación de japón
¿Contra quién se jugó en Honduras?,contra quién se jugó en honduras
¿Cuántos ciclistas de España participan en la Vuelta este año?,cuántos ciclistas de españa participan en la vuelta este año
¿Cuándo se reunirán el pontífice y Mahmud Abbas?,cuándo se reunirán el pontífice y mahmud abbas
¿Qué competición no se celebrará en Marruecos?,qué competición no se celebrará en marruecos
¿Quién ha dimitido de su cargo al frente del gobierno italiano?,quién ha dimitido de su cargo al frente del gobierno italiano
¿Dentro de qué estilo podemos englobar la arquitectura románica?,dentro de qué estilo podemos englobar la arquitectura románica
¿Cómo quedaron el Atlético Nacional y el Universidad de Chile?,cómo quedaron el atlético nacional y el universidad de chile
¿Quién es la mandataria de Liberia?,quién es la mandataria de liberia
¿Qué país tenía conocimiento de lo ocurrido en Siria según EE.UU.?,qué país tenía conocimiento de lo ocurrido en siria según eeuu
¿Cuántos diputados británicos mostraron su apoyo a Argentina en esta causa?,cuántos diputados británicos mostraron su apoyo a argentina en esta causa
¿Por qué se van a encontrar los mandatarios de todo el mundo este lunes en Polonia?,por qué se van a encontrar los mandatarios de todo el mundo este lunes en polonia
¿Cuándo ganó Uruguay al país brasileño?,cuándo ganó uruguay al país brasileño
¿Por qué ha fallecido un bebé en el Hospital Posadas de Merlo en Argentina?,por qué ha fallecido un bebé en el hospital posadas de merlo en argentina
¿Cuántos menores de cinco años en Sudán del Sur podrían perder la vida por hambre?,cuántos menores de cinco años en sudán del sur podrían perder la vida por hambre
¿Qué tipo de estabilidad asegura el Presidente de Chile?,qué tipo de estabilidad asegura el presidente de chile
¿Cuántos ciudadanos están llamados a las urnas en estas elecciones brasileñas?,cuántos ciudadanos están llamados a las urnas en estas elecciones brasileñas
¿Cuándo se supone que serán los próximos comicios en Honduras?,cuándo se supone que serán los próximos comicios en honduras
¿A qué fase del torneo internacional tiene opciones Argelia gracias a este triunfo?,a qué fase del torneo internacional tiene opciones argelia gracias a este triunfo
¿Cuándo tuvieron lugar las elecciones generales en España?,cuándo tuvieron lugar las elecciones generales en españa
¿Cuándo fue popular en Japón el ukiyo-e?,cuándo fue popular en japón el ukiyoe
¿Cómo se llama el árbitro Italiano?,cómo se llama el árbitro italiano
¿A qué tribu pertenecían los nativos que encontraron en Indiana los primeros exploradores venidos de Europa?,a qué tribu pertenecían los nativos que encontraron en indiana los primeros exploradores venidos de europa
¿Quién era Kitashirakawa Yoshihisa?,quién era kitashirakawa yoshihisa
¿Quién es el segundo al mando de Bolivia?,quién es el segundo al mando de bolivia
¿Cómo acostumbran a ser de largos los trillos en España?,cómo acostumbran a ser de largos los trillos en españa
¿Cuántos militares han fallecido en Afganistán según la OTAN?,cuántos militares han fallecido en afganistán según la otan
¿Quién será el número dos de la presidenta argentina en las próximas elecciones?,quién será el número dos de la presidenta argentina en las próximas elecciones
¿Qué jugador de Fiyi está lesionado?,qué jugador de fiyi está lesionado
