texto_original,texto_limpio
¿Quién es el ministro principal de Gibraltar?,quién es el ministro principal de gibraltar
¿Dónde está Gibraltar?,dónde está gibraltar
¿Por qué país es controlado Gibraltar?,por qué país es controlado gibraltar
¿Qué propone Caruana?,qué propone caruana
¿Cuántos votos consiguió Caruana en 1996?,cuántos votos consiguió caruana en 1996
¿Cuándo gobernó Joe Bossano?,cuándo gobernó joe bossano
¿Quién es el candidato de la Alianza Soclalista Liberal?,quién es el candidato de la alianza soclalista liberal
¿Cómo se refiere Armstrong a Gibraltar?,cómo se refiere armstrong a gibraltar
¿Con quién suscribirá un acuerdo Alexander Downer?,con quién suscribirá un acuerdo alexander downer
¿Cuántas notas de reserva añadirá Australia al TAC?,cuántas notas de reserva añadirá australia al tac
¿Qué convenio es necesario suscribir para formar parte de la ASEAN?,qué convenio es necesario suscribir para formar parte de la asean
¿Dónde se ha producido el trágico suceso?,dónde se ha producido el trágico suceso
¿Cuál es el balance de víctimas a causa de la avalancha humana?,cuál es el balance de víctimas a causa de la avalancha humana
¿Cuándo murió Emil Zatopek?,cuándo murió emil zatopek
¿De qué murió Emil Zatopek?,de qué murió emil zatopek
¿Quién falleció el 5 de mayo?,quién falleció el 5 de mayo
¿Qué título fue concedido a Sir Stanley Matthews?,qué título fue concedido a sir stanley matthews
¿Dónde se lesionó la pierna izquierda Don Budge?,dónde se lesionó la pierna izquierda don budge
¿Cuándo falleció Rinaldo Martino?,cuándo falleció rinaldo martino
¿Con qué edad murió el futbolista?,con qué edad murió el futbolista
¿Quién fue el responsable de que España ganara la medalla de plata en baloncesto?,quién fue el responsable de que españa ganara la medalla de plata en baloncesto
¿Dónde se celebraron los Juegos de 1984?,dónde se celebraron los juegos de 1984
¿Qué causó la muerte de Domingo Bárcenas?,qué causó la muerte de domingo bárcenas
¿Cómo murió el ciclista?,cómo murió el ciclista
¿Quién inauguró los Juegos Olímpicos de Sydney?,quién inauguró los juegos olímpicos de sydney
¿Cuántos años tenía Hyginus Anugo cuando fue atropellado?,cuántos años tenía hyginus anugo cuando fue atropellado
¿Cuándo se celebró la inauguración de los Juegos Olímpicos de Sydney?,cuándo se celebró la inauguración de los juegos olímpicos de sydney
¿Adónde fue de vacaciones el futbolista por última vez?,adónde fue de vacaciones el futbolista por última vez
¿Quién se encarga de dar el premio al Hijo Predilecto de la Ciudad de Granada?,quién se encarga de dar el premio al hijo predilecto de la ciudad de granada
"¿Por qué motivos puede ofrecer títulos, honores y condecoraciones el Ayuntamiento de Granada?",por qué motivos puede ofrecer títulos honores y condecoraciones el ayuntamiento de granada
¿Qué comporta que el Ayuntamiento de Granada dé un nombre a una calle de la ciudad?,qué comporta que el ayuntamiento de granada dé un nombre a una calle de la ciudad
¿A cuánto asciende el área que ocupa el piedemonte de Sierra Nevada?,a cuánto asciende el área que ocupa el piedemonte de sierra nevada
¿Dónde se puede hallar el término municipal de Granada en el Mapa Topográfico Nacional?,dónde se puede hallar el término municipal de granada en el mapa topográfico nacional
¿Adónde se puede llegar mediante el Puerto de la Mora?,adónde se puede llegar mediante el puerto de la mora
¿Por qué se sabe que las esclusas eran usadas por los chinos al menos desde el siglo I a. C.?,por qué se sabe que las esclusas eran usadas por los chinos al menos desde el siglo i a c
¿Cuándo se edificó la primera esclusa de dos compuertas?,cuándo se edificó la primera esclusa de dos compuertas
¿Cuál era el puesto que ocupaba Qiao Weiyo?,cuál era el puesto que ocupaba qiao weiyo
¿En qué campos fue relevante Shen Kuo además de geología y climatología?,en qué campos fue relevante shen kuo además de geología y climatología
¿Cuál era el motivo que causaba la modificación de la corteza terrestre según Shen Kuo?,cuál era el motivo que causaba la modificación de la corteza terrestre según shen kuo
¿Por qué dedujo Shen Kuo que los climas deberían cambiar de manera natural con el tiempo?,por qué dedujo shen kuo que los climas deberían cambiar de manera natural con el tiempo
¿Cuántas definiciones de cultura hay según Balandier?,cuántas definiciones de cultura hay según balandier
¿Cuántas definiciones de cultura hay según la Universidad de Yale?,cuántas definiciones de cultura hay según la universidad de yale
¿Qué intentará explicar brevemente el autor?,qué intentará explicar brevemente el autor
¿Qué era la cultura en el pensamiento medieval?,qué era la cultura en el pensamiento medieval
¿Cuándo empieza a hablarse de cultura como cultivo del pensamiento?,cuándo empieza a hablarse de cultura como cultivo del pensamiento
¿Cómo se llaman las ciencias de la cultura en alemán?,cómo se llaman las ciencias de la cultura en alemán
¿En qué está enmarcado el hombre?,en qué está enmarcado el hombre
¿Qué ciencia ha ampliado el concepto de cultura?,qué ciencia ha ampliado el concepto de cultura
¿Cuál es la filosofía de Marx y sus seguidores?,cuál es la filosofía de marx y sus seguidores
¿Qué se ha puesto en funcionamiento por tercer año?,qué se ha puesto en funcionamiento por tercer año
¿Cuántos documentos ha enviado la Agencia este año?,cuántos documentos ha enviado la agencia este año
¿Cuál es la página de la Agencia?,cuál es la página de la agencia
¿De quién ha sido la iniciativa?,de quién ha sido la iniciativa
¿Cuándo se enviarán los documentos?,cuándo se enviarán los documentos
¿Adónde llegarán los documentos?,adónde llegarán los documentos
¿Qué jugador se ha lesionado?,qué jugador se ha lesionado
¿Cuándo se lesionó De la Peña?,cuándo se lesionó de la peña
¿Adónde viaja el equipo?,adónde viaja el equipo
¿Cómo está el terreno de juego de Ceuta?,cómo está el terreno de juego de ceuta
¿Qué jugadores se ausentarán del partido?,qué jugadores se ausentarán del partido
¿A qué equipo admiró Serra Ferrer?,a qué equipo admiró serra ferrer
¿Quién prepara al Ceuta?,quién prepara al ceuta
¿Qué posición ocupa Reina?,qué posición ocupa reina
¿Qué exige Serra Ferrer a los jugadores?,qué exige serra ferrer a los jugadores
¿Cuál es el rival del equipo?,cuál es el rival del equipo
¿Quién ha mostrado su apoyo moral y económico a Assange?,quién ha mostrado su apoyo moral y económico a assange
¿A cuánto asciende la fianza impuesta al propietario de WikiLeaks?,a cuánto asciende la fianza impuesta al propietario de wikileaks
¿Cuál es el estado actual del Alcázar de Arriba de Carmona?,cuál es el estado actual del alcázar de arriba de carmona
¿Por qué se derribó el Alcázar de la Reina?,por qué se derribó el alcázar de la reina
¿Dónde se construyó el palacio mudéjar que tiene el nombre de Pedro I?,dónde se construyó el palacio mudéjar que tiene el nombre de pedro i
¿Cuándo murió Alfonso XI?,cuándo murió alfonso xi
¿Cuál era la coyuntura del reino en el momento en el que Pedro I pasó a ser el rey?,cuál era la coyuntura del reino en el momento en el que pedro i pasó a ser el rey
¿A qué se debía la crisis en la Hacienda castellana tras la muerte de Alfonso XI?,a qué se debía la crisis en la hacienda castellana tras la muerte de alfonso xi
¿Qué razón da el mandatario venezolano para controlar los precios con presencia militar,qué razón da el mandatario venezolano para controlar los precios con presencia militar
¿Qué medida gubernamental ha desencadenado esta situación?,qué medida gubernamental ha desencadenado esta situación
¿Por cuánto se cambiaba la divisa venezolana antes de su devaluación?,por cuánto se cambiaba la divisa venezolana antes de su devaluación
¿Quiénes son los arrestados en Suiza a instancias de EE. UU.?,quiénes son los arrestados en suiza a instancias de ee uu
¿De qué delitos son sospechosos?,de qué delitos son sospechosos
¿Con qué club de fútbol no se liarán?,con qué club de fútbol no se liarán
¿Qué edad tiene la criatura?,qué edad tiene la criatura
¿De qué competición se despide el Atleti?,de qué competición se despide el atleti
¿Qué equipo ha perdido la Copa del Rey,qué equipo ha perdido la copa del rey
¿Dónde se jugó el encuentro de la Copa del Rey?,dónde se jugó el encuentro de la copa del rey
¿Quién era el marido de Lisa Gherardini?,quién era el marido de lisa gherardini
¿Cómo se llama popularmente al retrato de Lisa Gherardini?,cómo se llama popularmente al retrato de lisa gherardini
¿Cuándo compró Francisco I de Francia La Gioconda?,cuándo compró francisco i de francia la gioconda
¿Quién robó La Gioconda en agosto de 1911?,quién robó la gioconda en agosto de 1911
¿Dónde había trabajado Vincenzo Peruggia?,dónde había trabajado vincenzo peruggia
¿Cuánto tiempo se clausuró el Louvre para indagar acerca del robo?,cuánto tiempo se clausuró el louvre para indagar acerca del robo
¿Cómo vandalizó Ugo Ungaza Villegas la Mona Lisa?,cómo vandalizó ugo ungaza villegas la mona lisa
¿Cuál fue el motivo por el que se colocó la Mona Lisa detrás de un cristal blindado tras el ataque?,cuál fue el motivo por el que se colocó la mona lisa detrás de un cristal blindado tras el ataque
¿Por qué estaba la Mona Lisa protegida por una vitrina?,por qué estaba la mona lisa protegida por una vitrina
¿En qué año se celebró el último Mundial de Fútbol en Sudamérica?,en qué año se celebró el último mundial de fútbol en sudamérica
¿En qué país se celebró el Mundial de Fútbol de 1978?,en qué país se celebró el mundial de fútbol de 1978
¿En qué país tuvo lugar La Copa Mundial de Fútbol de 2006?,en qué país tuvo lugar la copa mundial de fútbol de 2006
¿En qué evento intervino el gobernante brasileño?,en qué evento intervino el gobernante brasileño
¿Cuántas personas se dieron cita en este encuentro?,cuántas personas se dieron cita en este encuentro
¿En qué tema puso el foco de atención Lula por ser un problema acuciante?,en qué tema puso el foco de atención lula por ser un problema acuciante
¿Quién obtuvo el título de la Copa?,quién obtuvo el título de la copa
¿Cuándo obtuvo el Tau el título?,cuándo obtuvo el tau el título
¿Cómo remontó el Tau?,cómo remontó el tau
¿A qué deporte se dedica el Tau?,a qué deporte se dedica el tau
¿Dónde obtuvo el Tau el título?	,dónde obtuvo el tau el título
¿Qué jugador estaba herido?,qué jugador estaba herido
¿Cuántos triples erró Turner?,cuántos triples erró turner
¿Cuál es la posición de Anthony Bonner?,cuál es la posición de anthony bonner
¿Quién capitanea el Tau?,quién capitanea el tau
¿De dónde proviene Romero?,de dónde proviene romero
¿Cuál es el punto considerado más austral en América?,cuál es el punto considerado más austral en américa
¿Cuál es realmente el punto más meridional de América?,cuál es realmente el punto más meridional de américa
¿Qué divide el Pasaje de Drake?,qué divide el pasaje de drake
¿De la expedición de quién formó parte Francisco de Hoces?,de la expedición de quién formó parte francisco de hoces
¿Cuál era la profesión de Francisco de Hoces?,cuál era la profesión de francisco de hoces
¿Cómo se conoce al pasaje de Drake en España y parte de Hispanoamérica?,cómo se conoce al pasaje de drake en españa y parte de hispanoamérica
¿Dónde se halla el cabo de Hornos?,dónde se halla el cabo de hornos
